,출원인,출원일,출원번호,astrtCont,bigDrawing,drawing,indexNo,발명명칭,IPC분류,openDate,openNumber,공개일,publicationNumber,등록일,registerNumber,등록상태,검색 키워드
10,엑소텍 프로덕트 프랑스,20231208,1020257022212,"물품 저장 및 회수 시스템(ASRS)(10)을 위한 자율형 차량(30)이 제안되고, 자율형 차량(30)은 저장 영역(12)에 저장된 복수의 리셉터클들(22) 중에서 리셉터클(22a)을 수집하기 위해 저장 영역(12) 내에서 이동하도록 구성되고, 각각의 리셉터클(22)은 저장 영역(12)의 셀(20) 내측에 배열되고, 셀들(20)은 2개의 수평 방향들(X1, X2)을 따라서 그리고 수직 방향(Z)으로 분배되고, 자율형 차량(30)은, 섀시(36); 2개의 수평 방향들(X1, X2)로 섀시(36)를 이동시키도록 구성된 롤링(rolling) 수단(38); 수직 방향(Z)으로 섀시(36)를 이동시키도록 구성된 클라이밍(climbing) 수단(46); 리셉터클(22a)을 파지할 수 있는 파지 수단(54); 섀시(36) 상에 측방향으로 장착된 적어도 하나의 편향기(60) - 편향기(60)는, 수직 방향(Z)에 대해 경사지고 섀시(36)가 수직 방향(Z)으로 이동될 때 셀들(20)의 후방(28)을 향해 리셉터클들(22)을 밀어내도록 구성된 외부 안내 표면(62)을 가짐 - 를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c934719fa4b07931921a65cd5feaa1126b9d729019cd812c79a89861d5a3d1b0456b9adbaaf0e9058ba8d06854d5affb6df52d23ccd2849948d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf79bddb8025c59b6674c8fd0d6e42d1692ebf7a0fe6cb4eb00f2c3927e951b13b279084e7b541d3cce1b79377f0de795bea2e3ab98d204548,11,편향기가 있는 물품 저장 및 회수 시스템을 위한 자율형 차량,B65G 1/04|B65G 1/06|B65G 1/137,20250801,1020250116722,,,,,공개,자율
11,르노 에스.아.에스.,20200821,1020227011862,"본 발명은 자동차의 저속 또는 제로 속도 기동을 위한 자율 주행의 방법에 관련되며, 차량의 속도가 0 또는 실질적으로 0 또는 특히 1km/h와 동일한 임계값 이하인 동안 상기 차량의 조향 휠들의 배향을 수정하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c931c116849b53c160cafdd76ef458a98515fae887bae417553c9ef5d07ff801f08ebb65c4c7386bc183e758932169232226889adf30d488015,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd4358b69e8055da16da413fc4b2317f8d288e059fffcd1eb8fe9a94127ff5a5e5ee114a0e749c313459b968e858bf99841ce4c7455aeb4fb,12,자동차의 자율 주행 시동을 위한 방법,B60W 60/00|B60W 40/105|B60W 30/182|B60W 30/10|G06F 9/06|B60W 10/06|B60W 10/20|B60W 30/095|B60W 50/00,20220504,1020220056243,,,,,공개,자율
12,국무상,20180702,1020180076587,"본 발명은 물품창고를 입고공간과 출고공간으로 구분하여 물품의 입고 및 출고를 효과적으로 수행할 수 있도록 하고, 자율주행하는 대차에 화물차를 안착시킨 상태로 물품창고의 내부로 이동하도록 하고 대차 위의 화물차에 직접 물건을 적재 또는 하역하도록 하고, 화물차의 적재량을 측량하여 과적을 방지할 수 있으며, 물품창고에 위치하는 복수의 대차(화물차)의 위치를 모니터하여 이동시 서로 충돌하지 않고 효과적으로 이동할 수 있도록 하고, 원하는 층으로 화물차와 함께 이동할 수 있도록 대차승강기를 구비하는 등 물품의 입고 및 출고를 효과적으로 수행할 수 있도록 하는 자율주행대차 및 대차승강시스템을 구비하는 물류시스템을 제안한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00aaad4437553b0519dbf6ebf54816a4ed05c4f9db72bdf9490b7dd89f9aaa395267b29f012c255b9477c6dae8637809cbda32bf1c2537389f,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd185a96304fb60a6958540255626e24947e2b255bd0e8bbd7140abae7f0d927465eefd356c8a9cf06a4dc6986577b9dcdf8f0616f61c14d4,13,자율주행대차 및 대차승강시스템을 구비하는 물류시스템,G06Q 10/08|B65G 1/06|G06Q 10/06|G06Q 10/04,,,20180830,,20180726,1018842320000,등록,자율
13,정자영,20210428,1020210054902,"본 발명은 자율주행로봇과 무선 통신하고, 자율주행로봇으로부터 수신한 출발층 정보 및 목표층 정보를 포함한 승강기 호출신호를 라우터를 통해 승강기제어모듈로 송신하는 중앙서버; 승강기가 이동하거나 정지하는 승강로에 설치되되, 중앙서버와 유선 통신으로 연결되고, 승강기제어모듈과 무선 통신으로 연결되어 중앙서버와 승강기제어모듈 사이에서 신호를 중계하는 라우터; 승강로 또는 승강기에 설치되어 승강기가 현재 위치한 현재층을 감지하여 현재층 정보를 승강기제어모듈로 실시간으로 전송하는 층감지모듈; 승강기에 설치되고 컨트롤보드와 전기적으로 연결되어 층 선택과 도어 개폐를 제어하는 승강기제어모듈; 및 출발층 정보 및 목표층 정보를 포함하는 승강기 호출신호를 중앙서버로 무선 송신하고, 센서부가 설치되어 장애물을 회피하면서 자율주행로봇의 맵저장부에 저장되어 있는 주행환경지도에 설정된 좌표로 스스로 주행하는 자율주행로봇을 포함하는 자율주행로봇의 층간 이동 제어 시스템 및 제어 방법을 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c933a91fc5bd622c8276fbb0aa61ba6bd98cca2983b0ece3aec27415821351b71c0af62ef39818c6312abb71fbbf8e1be29bda054ab33c17523,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf65ad5966fbb0ce09fd815411ca9ca911d65e1dde69b095efeb13ed1047eb5a52fdb7cf5589ce78aa9c5a9fbaf48106e3c096e3ef29ca6491,14,자율주행로봇의 층간 이동 제어 시스템 및 제어 방법,G05D 1/20|H04W 4/33|G01B 21/02|G08G 1/16,,,20220816,,20220811,1024334380000,등록,자율
14,주식회사 엠큐닉,20231108,1020230153746,"본 기술은 자율 주행 시스템 및 방법이 개시되어 있고, 본 기술에 대한 구체적인 실시예에 의거하면, 현장에서 실시간으로 획득된 이벤트에 대한 교통정보를 현장 도로를 주행 중인 자율주행차 단말로 배포하고, 소정 시간 주기로 수신된 다수의 주행도로영상 및 주행위치를 토대로 획득된 이벤트에 대한 교통정보를 동적정보로 생성하여 생성된 동적정보 식별자 및 URL 정보를 상기 주행위치의 인접 도로를 주행 중인 자율주행차 단말로 배포함에 따라 완전한 자율 주행을 수행할 수 있고, 이에 자율 주행에 대한 안정성 및 신뢰도를 근본적으로 향상시킬 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93431a24b4618a3c861f096ae3b51150798ef0b3445e3fb9bea9d1b7d834612f31e9a119b7bdd2156e7ffd6fb976c175200172ef2f4ffb84d5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf2d1fbb3c52754cf5064c0750ebe615daced5166a8537ab01a1ee37b4c9d8233bd192fa5a4519783193a5f9da6130c5457f2b15b696ed619a,15,자율 주행 시스템 및 방법,G08G 1/0967|G06V 20/54|G06V 20/58|B60W 40/04,20250515,1020250067529,,,,,공개,자율
15,윤재순,20220215,1020220019531,"본 발명은 3인칭 시야를 갖는 무인차 자율주행을 위한 드론 커플링 교통 체계 시스템에 관한 것으로, 항공을 비행하며, 차량방향의 카메라(101)가 장착되어 차량의 자율 주행을 제어하는 드론부(100), 상기 드론부(100)와 연계되어 상기 드론부(100)의 제어에 따라 자율주행을 수행하며, 드론방향의 카메라(201)가 장착되어 상기 드론부(100)에 대한 항공 비행을 제어하는 무인차(200), 및 상기 드론부(100)와 상기 무인차(200) 간의 원활한 제어 교신을 중계하며 상기 드론부(100)와 상기 무인차(200) 모두를 통합적으로 제어 관리하는 관제서버(300)를 포함하되, 상기 차량방향의 카메라(101)와 상기 드론방향의 카메라(201)의 구성에 따라, 상기 드론부(100)는 상기 무인차(200)의 자율 주행을 3인칭의 시야로 제어하여 상기 무인차(200)의 자율 주행에 대한 안전성을 도모하는 한편, 상기 무인차(200)는 상기 드론부(100)의 자율 비행을 3인칭의 시야로 제어하여 상기 드론부(100)의 자율 비행에 대한 안전성을 도모하게 되는 3인칭 시야를 갖는 무인차 자율주행을 위한 드론 커플링 교통 체계 시스템을 제공하고자 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93868d186cba78672b61e39a1435f9e7300b25e4388643bcc958891796ff24550800da10bffbfcfb00266352ea014e2cfbfa4ef234a928270d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf0e55142fb8810c4721ebe91c3a4d1525ae32d3e917f0cf04de1a838a0cb570feedeffac8dab50f614645d2f255f2335cada148d47ffac9d0,16,3인칭 시야를 갖는 무인차 자율주행을 위한 드론 커플링 교통 체계 시스템,G06Q 50/10|G05D 1/00|G08G 1/0962|G08G 1/16|B64C 39/02|B64U 101/30,20230822,1020230122827,,,20250729,1028413000000,등록,자율
16,르노 에스.아.에스.,20211217,1020237023426,"본 발명은 기준 궤적(T)을 따라 자율주행 자동차(10)의 이동을 제어하기 위한 제어 방법에 관한 것이다. 상기 방법은, 기준 거리(L)의 함수로서 소망 요(yaw) 속도를 결정하는 단계(E5, 및 요 에러를 결정하는 단계(E6)를 포함한다. 상기 기준 거리(L)는 요 에러가 미리 결정된 요 에러 임계값(S1)보다 작거나 같도록 선택된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938daaa819791abf65f09bfc60933d226cf322f141e1b4435ceb1d0208a1749fcb9326f4cff9259eed2699c59818b27d98fc38be2f0227d3fb,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf0af5a5047b00e26be52472fca44cf7331fa104e1d6910593cfa652c8720357970b6f26f592ac5e9294a2ca3b10ac781797cde06f68eacde6,17,자율주행 자동차의 이동을 제어하기 위한 제어 방법,B60W 50/06|B60W 10/20|B60W 60/00,20230807,1020230117221,,,,,공개,자율
17,주식회사 스프링클라우드,20210702,1020210086791,"레벨 4 이상에 해당하는 자율주행셔틀에 대하여 자율주행기술의 통합주행성능을 정량적으로 평가하기 위한 다중 테스트 환경 기반 자율주행셔틀의 통합주행성능에 대한 정량적 평가 장치 및 방법을 제시한다. 제시된 장치는 실차모델 기반의 가상의 자율주행셔틀에 대하여 가상환경 기반의 주행기능 테스트를 정량적으로 행하는 제 1 테스트부; 실제의 자율주행셔틀에 대하여 주행시험로 기반의 주행기능 테스트를 정량적으로 행하는 제 2 테스트부; 실제의 자율주행셔틀에 대하여 실도로 기반의 주행기능 테스트를 정량적으로 행하는 제 3 테스트부; 및 상기 제 1 테스트부 내지 제 3 테스트부에서의 주행 시나리오별 테스트 점수를 근거로 종합적인 평가를 수행하는 평가부;를 포함하고, 상기 제 1 테스트부 내지 제 3 테스트부는 서로 동일한 차량 모델의 자율주행셔틀을 이용하여 테스트를 수행하되, 서로 동일한 주행 시나리오 및 주행 환경을 근거로 테스트를 수행한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9355ef5528e00ebb715ae2e011f88baf2c83c929c29d79e646db5bdae943b28d9f1fe805935dac33398ea2b56ed6dcb4d44732c5c5bd901ea5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfefd7d0d8f17f74e5a64eb5ae504a1d9e5e08b8fc740cbca8d82593c17d3563eb4ff60642641224aca6d8aafbb7b4075ca667738f98c19794,18,다중 테스트 환경 기반 자율주행셔틀의 통합주행성능에 대한 정량적 평가 장치 및 방법,G01M 17/007|B60W 60/00|B60W 50/00,,,20211008,,20211001,1023105000000,등록,자율
18,국방과학연구소|동국대학교 산학협력단,20211223,1020210186582,"본 발명은 선박 제어에 인공 지능을 적용하는데 있어서 강화 학습을 기반으로 계층화된 구조를 통해 선박을 제어할 수 있는 다중 선박 자율 항해 방법, 다중 선박 자율 항해 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램을 위하여, 컴퓨팅 장치에 의해 수행되는 다중 선박 자율 항해 방법에 있어서, 미리 설정된 공간에 대하여 선박의 임무에 따라 상기 공간을 분석하여 상기 선박의 항해 계획을 수립하는 자율 임무 단계, 항해 계획이 수립된 상기 공간에서 장애물을 회피하는 항로를 설정하여 상기 선박을 항해하는 자율 항해 단계, 상기 자율 항해 단계에서 결정된 상기 선박의 목표값을 상기 공간의 환경 및 상기 선박의 특성을 기초로 제어하는 자율 제어 단계, 및 상기 자율 임무 단계, 상기 자율 항해 단계, 및 상기 자율 제어 단계 상호간 상기 선박의 상기 임무, 상기 항해 계획, 상기 공간, 상기 항로, 및 상기 목표값을 기초로 서로 연계되어 강화 학습되는 단계를 포함하는, 다중 선박 자율 항해 방법, 다중 선박 자율 항해 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램을 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93bfc2936a283b4837bf7fe8ec338527b4d4104e9623776ccc37fb48ebe5e04a3baaa07b6012bf61208ee2c5f835f388f0730a2cd81f402a39,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf2cda62b2033fa46504f9c74fc3d37cca20aec8e0ada514ba847450ba71767f98e4e0087a71d7ac9aa5086ae9b106849d99611af52b2637b0,19,"다중 선박 자율 항해 방법, 다중 선박 자율 항해 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램",B63B 79/40|B63B 43/18|B63B 49/00|G05D 1/43|G05D 1/622|G06N 3/092|G05D 109/30,,,20220812,,20220805,1024313330000,등록,자율
19,주식회사 라이드플럭스,20210527,1020210068260,"자율주행 차량의 주행 계획을 위한 로드 네트워크 맵 생성방법, 서버 및 컴퓨터프로그램이 제공된다. 본 발명의 다양한 실시예에 따른 자율주행 차량의 주행 계획을 위한 로드 네트워크 맵 생성방법은, 컴퓨팅 장치에 의해 수행되는 방법에 있어서, 소정의 지역에 대한 로드 네트워크 데이터를 생성하는 단계, 상기 생성된 로드 네트워크 데이터를 이용하여 자율주행 차량의 단기 주행 계획을 위한 격자 로드 네트워크 데이터를 생성하는 단계 및 상기 생성된 격자 로드 네트워크 데이터를 이용하여 상기 자율주행 차량의 장기 주행 계획을 위한 로드 교차 그래프를 생성하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93f89a37457391cebe45da8cad2372837214cbd512e2e9ff29f0053ccea6ffdb96ba8f7392962615a9bcc83b1ce92948e5b2d2a7d3e4622847,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf0da3e2fcde7a1b79ab9d2890074695f9aa66154a505d9e2a0403b5d19d18282c3c6cbba603d158ea9d80fe417de7c4efecc14fc3b527b00b,20,"자율주행 차량의 주행 계획을 위한 로드 네트워크 맵 생성방법, 서버 및 컴퓨터프로그램",G01C 21/00|G01C 21/34|B60W 60/00|G05D 1/20|G06Q 50/40,,,20211026,,20211020,1023174300000,등록,자율
20,(주)아크릴,20221124,1020220159360,"자율 주행 시나리오 생성 방법 및 장치가 개시된다. 일 실시예에 따른 자율 주행 시나리오 생성 방법은 법 관련 입력 데이터를 전처리하여 복수의 토큰들을 획득하는 단계, 복수의 토큰들을 인공 신경망 모델에 입력하여, 복수의 레이어들로 분류하는 단계, 분류 결과에 기초하여, 복수의 토큰들 사이의 유사도를 획득하는 단계 및 유사도에 기초하여, 자율 주행 시나리오를 생성하기 위한 관계 정보를 제공하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=348aaf18c46825cf02d6c2de1c78338e0d982468ee18e9e1c05ca2ee0687184edc303a8694985c1c9cdb94a01ff9eee7045a3c6c6d663317ba03273c76a06baf111e5571ad1ddc93,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6a4430ef103a31f40d406b66e577b60e5ddf0d9a955ea8768f824cf82395afd88ddd98ebfdbbc5bdd976c8c5c78d0ecee3bf2249cf157494,21,자율 주행 시나리오를 생성 방법 및 장치,B60W 60/00|B60W 50/14|G06N 3/08|G06N 3/04|G06F 9/06|G06F 40/284|B60W 50/00,20240603,1020240077640,,,,,공개,자율
21,르노 에스.아.에스.,20200924,1020227013090,"본 발명은 차량의 스티어링 각도를 제어하기 위한 장치(1)에 관한 것으로, 자율 주행 모드에서 궤적을 따르도록 차량 스티어링 휠의 회전 각도에 의해 차량의 지향성 휠의 스티어링 각도에 작용하는 차량 스티어링 시스템(15)의 적어도 하나의 액추에이터에 명령을 입력하기 적합한 횡방향 컨트롤러(14)를 포함하고, 궤적 추종을 분석하고 어떠한 종방향 그래디언트 및 어떠한 횡방향 경사도 없는 도로 상황을 감지할 수 있으며 이러한 도로 상황이 감지되면 스티어링 휠의 임의의 각도 오프셋의 자동 보상을 위한, 횡방향 컨트롤러에 연결된 모듈(16)에 차량의 지향성 휠의 스티어링 각도의 현재 오차값을 출력할 수 있는 모듈(11)을 더 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93d4cb1330a7dcd9e1a008648af47995ffea837906d299ac6d6c9450e7afd80510e4b4c6a30bd5bf4326dcbaffe97a37bf55fce980bde97edf,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf1a660f5942a03457d4c7b705079dd1e963ffb58bf0574d42a2d572051c3e4ec9cbee78649839157afa8838e5550521756c6fc64f8f9b8247,22,자율 주행 차량의 스티어링 각도를 제어하기 위한 장치,B62D 15/02|B60W 40/114|B62D 6/04|B62D 5/04|B60W 50/00,20220608,1020220075353,,,,,공개,자율
22,현대자동차주식회사|기아 주식회사,20200810,1020200099924,"본 발명은 통합조작장치를 구비한 자율주행 차량의 주행 제어방법에 관한 것으로, 통합조작장치(2)를 구비한 자율주행 차량(1)이 자율주행을 하는 상황에서 자율주행이 불가한 상황이 발생한 경우, 차량 주행부품의 고장 유무와 차량 자율주행 부품의 고장 유무 및 차량 외부요인의 문제에 따라 자율주행 차량을 보다 안전하게 운행시키고, 이를 통해 주행 안정성을 향상시킬 수 있도록 된 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938ebc634dac5eb456d2dad6b0ab04fcfcaef2d6a9313f47a5301321aee56734ef94f0c172e109e5903ac55464966090efb2e1e41d9dcff5ae,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf050e8a09dedb652cdd3c3393a35cd32ebda285b55b54732ae4ebaa57214303938ab6a54558664ad379a78b1af7844f3003b35b7dc8c6d4a8,23,통합조작장치를 구비한 자율주행 차량의 주행 제어방법,B60W 60/00|B60W 50/02|B60W 30/18|B60W 10/20|B60W 40/107|B60W 10/10|B60W 50/08|B60W 50/14|B60R 16/023|B60R 11/02|B60K 35/22|B60W 50/029,20220218,1020220019878,,,,,공개,자율
23,(주)엠투엠테크,20230925,1020230128615,"본 발명은 스마트 모빌리티 목적지 기반 수직수평 자율 이송 서비스 시스템 및 방법을 개시한다. 이러한 본 발명은 배송 서비스 인프라 환경 상호 운용성이 보장되는 표준화된 연동형의 API 서비스를 통해 플랫폼 서버와 로봇 및 관제장치와 출입장치가 연결되는 IoT 장치의 연동 인터페이스를 구축한 것이고, 이에 따라 배송 대상물이 로봇에 상차된 상태에서 최종 목적지까지 연속성을 가지고 출입장치를 통과하면서 신속하게 전달할 수 있도록 함은 물론, 이송 과정에서 운반 주체와 관리자 또는 입주자들 사이의 빈번한 마찰을 방지하고, 물류 배송에서의 배송 시간 및 인건비를 절감하는 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9382897c2e23e1008c050932dbabd41578e30e0aec4cfeafde8a4ed2789d6f6ecc155f6feb75fd98fbeb1c74f0994854d45cdbfcbb7ae050d5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfb882ff2bbe0977f99e4511634288858d9bfe91fc7476a516edaf42e8456bb91e2d2e3750f86584b2f83d227d0287b57e111a3bdbd454b52e,24,스마트 모빌리티 목적지 기반 수직수평 자율 이송 서비스 시스템 및 방법,G06Q 10/08|G06Q 50/10|G05D 1/20,20250401,1020250045388,,,,,공개,자율
24,국립한국해양대학교산학협력단,20230921,1020230126297,"본 발명은 자율운항 알고리즘 검증 시스템 및 그 검증 방법에 관한 것으로, 보다 상세히는 소정 구역의 해역에 존재하는 적어도 하나의 선박을 센싱하는 복수의 센서로부터 센싱 데이터를 취득하여 테스트 선박의 자율운항 알고리즘을 검증하는 자율운항 알고리즘 검증 시스템에 있어서, 취득한 상기 센싱 데이터를 융합하여 상기 선박의 정보 및 항행 정보를 생성하는 센서 융합부 및 지도상의 공간 정보에 기초하여 실 해역 환경이 반영된 가상 공간에 상기 선박의 정보 및 항행 정보에 기초한 가상의 선박을 생성하여 디지털 트윈 환경을 구축하며, 구축된 상기 디지털 트윈 환경에서 적어도 하나의 자율운항 알고리즘이 적용된 상기 테스트 선박을 운용하여 상기 테스트 선박의 자율운항 알고리즘을 검증하는 시뮬레이션부를 포함하되, 상기 시뮬레이션부는 상기 선박의 정보 및 항행 정보에서 복수의 선박들의 조우 상황에 대한 데이터를 추출하고, 추출된 상기 복수의 선박들의 조우 상황에 대한 데이터 중 하나의 선박에 대한 데이터를 상기 가상의 선박에 적용하여 상기 테스트 선박이 상기 가상의 선박과 조우 시 발생하는 회피 기동 데이터를 제공하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93b6507f49c774dacab2976b4eccf1de09145434be62da143280fa68c4dd44b095d3ff52b19aca2687c9c19eba565ca6dd93e92c8bbd6498ac,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf00351b7d87ac40fc48f0331baa62ea5b2df62a9cc69a418943b0f1bb93ddc588bf48bd7696a503545885eed41fa908ce986b21d19948bb43,25,자율운항 알고리즘 검증 시스템 및 그 검증 방법,G09B 9/06|G09B 19/16|G05D 1/20|G05D 1/00,20250328,1020250043039,,,,,공개,자율
25,(주)인포시스콤,20240816,1020240109725,"본 발명은 무인비행체가 외부 또는 내부 원인으로 외부와 통신이 두절되었을 경우에도 안전하게 사전 기획된 비행목표경로를 유지할 수 있는 자율비행 시스템 및 이를 이용한 무인비행체에 관한 것이다.  이를 위하여, 본 발명은 무인비행체가 비행 임무에 따른 비행목표경로로 이동하도록 무인비행체를 운용하는 자율비행 시스템에 있어서, 위성항법시스템 신호 수신부와, 상기 무인비행체의 자세와 관련된 물리량을 계산하는 관성자세유닛과, 지상관제센터와 통신하는 통신부와, 상기 무인비행체가 이동하는 이동경로의 영상을 촬영하여 실시간 영상을 획득하는 카메라부와, 상기 비행목표경로의 정사투영 지도가 저장된 정사투영 지도 저장부와, 상기 비행목표경로의 3차원 지도가 저장된 3차원 지도 저장부와, 상기 무인비행체의 상기 이동경로와 대응되는 위치좌표를 계산하는 비행좌표 계산부와, 상기 무인비행체의 비행을 제어하는 비행제어부를 포함하며, 상기 비행제어부는 상기 비행목표경로를 기반으로 상기 위성항법시스템과 통신하며 상기 무인비행체의 비행을 제어하되, 상기 위성항법시스템 신호 수신부의 신호가 차단된 경우, 상기 비행제어부는 상기 비행좌표 계산부에서 계산한 자율비행좌표를 기반으로 상기 무인비행체의 비행을 제어하는 것을 특징으로 하는 자율비행 시스템을 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c9306ea52d80899ecdafbbfdc6deccbb9091d0ced0671a0f101344cd97218f8e36a955ad857e62354ac59f3b90d092157ed67bb98dacbd0f7ec,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe6963197554716fa6717ba9e9450df9ed6cc58e5214ebd6bdb5bd18f4d7a65da608e42a9943e058bd5b742f4f6627fa77d215880db258f52,26,자율비행 시스템 및 이를 이용한 무인비행체,G05D 1/24|G05D 1/46|G05D 1/617|G05D 1/644|B64U 20/80|G05D 109/20|G05D 101/10,20250731,1020250115886,,,,,공개,자율
26,르노 에스.아.에스.,20200709,1020227007465,"제1 자동차(1)의 자율 비상 제동을 관리하기 위한 방법이 개시되며, 상기 관리 방법은 - 상기 제1 차량(1)과 측면 입사된 제2 차량(30)의 충돌의 위험을 계산하는 단계(E1), - 상기 제1 차량의 수동 제어 파라미터들을 관찰하는 단계(E2), - 상기 수동 제어 파라미터들에 따라, 상기 제1 차량의 운전자가 상기 제2 차량 측면을 향하여 회전할 의도를 나타내는 적어도 하나의 인디케이터를 계산하는 단계(E3), - 상기 인디케이터가 제1 차량의 운전자가 제2 차량 측면을 향하여 회전할 의도를 나타내면 상기 제1 차량의 자율 비상 제동을 활성화하는 단계를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93e078faf6e4861a439d6657f31c908ef68362d795475905de5ff1cfb73e487444e00323cec1cb85c2c9b998e455fa0c0761a9e87dd710607d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf2a30b9543a35a81b1dca4c30e3576c7e0ff6aa361fadeddb9e2da2e2783e4bafb02b188ece12bc0fdc8139a13436e16b13783f9e7ab5fb84,27,자율 비상 제동 관리 방법,B60W 30/09|B60W 60/00|B60W 30/095|B60W 30/18|B60W 50/10|B60T 7/22|B60Q 1/52|B60W 50/00,20220330,1020220040491,,,,,공개,자율
